item	site	category	subcategory	description
Winged Scythe	Elden Ring Wiki	Weapons	Reapers	"Sacred scythe resembling a pair of white wings. Deals holy damage.
According to pagan belief, white-winged maidens are said to be Death's gentle envoys. 
"
Rotten Greataxe	Elden Ring Wiki	Weapons	Colossal Weapons	"Greataxe designed for gladiatorial combat, now festering with scarlet rot. Used by duelists who were exiled from the colosseum. 
"
Beastclaw Greathammer	Elden Ring Wiki	Weapons	Great Hammers	"Greathammer with a striking end modelled to resemble five beastly claws.
The black nails protruding from golden fur are said to represent Serosh, Lord of Beasts, who went to become King Godfrey's Regent.
"
Torch	Elden Ring Wiki	Items	Key Items	"This torch's tip is wrapped in oil-soaked rags and set on fire. 
The flame can illuminate dark locales, or used to attack enemies. 
Can be raised up when equipped in the left hand, illuminating more of the surrounding area.
"
Scepter of the All-Knowing	Elden Ring Wiki	Weapons	Hammers	"Scepter in the form of a hand grasping a pearl. Signature weaponof Sir Gideon Ofnir, the All-Knowing. The pearl stands for theworld, the heavens, and an eye, representing the many forms ofknowledge, never fully attainable. Even knowing that, the All-Knowing's hand grasps for it.
"
Parrying Dagger	Elden Ring Wiki	Weapons	Daggers	"A knife with curved handguards. Designed to parry, turning foes' attacks against them. 
For master of combat who anticipate every enemy strike and counter accordingly, this weapon is all they need. 
"
Erdtree Greatbow	Elden Ring Wiki	Weapons	Greatbows	"Greatbow featuring Erdtree styling. In times of old, when faith and battle went hand in hand, this weapon was created in tandem with the Golden Great Arrow.
Scales all arrow damage with faith, revealing its true worth when used with holy-infused arrows.
"
Gargoyle's Black Blades	Elden Ring Wiki	Weapons	Twinblades	"Bronze twinblade wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.
Such is the mark of those who serve Maliketh, the Black Blade.
"
Celebrant's Skull	Elden Ring Wiki	Weapons	Great Hammers	"Large bludgeon ecorated with flowers and many-colored fabrics.
Ceremonial tool used by dancers during the festivities of 
Dominula, Windmill Village.
The striking end is a skull too large in size to be human.
Grants trace amounts of runes on landing attacks.
"
Sword of Night and Flame	Elden Ring Wiki	Weapons	Straight Swords	"Storied sword and treasure of Caria Manor.One of the legendary armaments.
Astrologers, who preceded the sorcerers, established themselves in mountaintops that nearly touched the sky, and considered the Fire Giants their neighbors.
"
Bastard's Stars	Elden Ring Wiki	Weapons	Flails	"Flail which deals magic damage, having been imbued with powerby the remembrance of Astel.
Formed of the same many-colored star debris that comprised theform of the Naturalborn of the Void.
"
Dragon King's Cragblade	Elden Ring Wiki	Weapons	Heavy Thrusting Swords	"Piercing Gravel Stone sword containing primeval lightning.
A portion of the Dragonlord's power, gained from a
remembrance.
This weapon commands great power over the paltry, mortal
dragons of today.
"
Erdtree Seal	Elden Ring Wiki	Weapons	Sacred Seals	"A formless sacred seal decorated with an Erdtree crest, once the focus of religion in the Lands Between.Even though the Elden Ring is shattered, and the Erdtree has dulled from its former radiance, earnest faith continues to hold the answers.
"
Inquisitor's Girandole	Elden Ring Wiki	Weapons	Spears	"Instrument of torture used on nobles behind the curtain at the Volcano Manor of Mt. Gelmir.
Its numerous spikes pierce the flesh, then singe the wounds withflame. The smell of burnt blood induces despair in the victim. Acandlestick conveived by a thorough mind.
"
Great Stars	Elden Ring Wiki	Weapons	Great Hammers	"Huge bludgeon with three stars at the striking end. Though primarily a striking weapon, the stars' spikes cause blood loss.A blood-stained star is an ill omen, a fact not lost upon those against whom this weapon is brought to bear. Landing attacks slightly restores HP.
"
Gargoyle's Black Halberd	Elden Ring Wiki	Weapons	Halberds	"Bronze halberd wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.
Such is the mark of those who serve Maliketh, the Black Blade.
"
Azur's Glintstone Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Staff of the primeval glintstone sorcerer Azur. Only those who have glimpsed what lies beyond the wisdom of stone may wield it.
Reduces casting time of all sorceries, but consumes additional FP. 
"
Gargoyle's Twinblade	Elden Ring Wiki	Weapons	Twinblades	"Bronze twinblade wielded by Valiant Gargoyles.
Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.
"
Weathered Straight Sword	Elden Ring Wiki	Weapons	Straight Swords	"Straight sword with a rather short but wide blade.
Simple to wield, it was known as the sword of the people.
Though the Erdtree styling is still visible, time has not been kind
to this sword, now merely a shadow of its former self.
"
Staff of the Guilty	Elden Ring Wiki	Weapons	Glintstone Staffs	"A heretical staff fashioned from a smoldering, withered sapling that turns the blood of sacrifices pierced by it into glintstone. Similar to hex magic.
Sorceries are scaled with faith rather than intelligence when wielding this staff which enhances Thorn sorceries in particular.
"
Clayman's Harpoon	Elden Ring Wiki	Weapons	Spears	"Harpoon with a tip made from a sharpened meteorite shard.
Wielded by the claymen who infest dynastic remains.
The blade emits a faint light and deals magic damage.                   
"
Short Spear	Elden Ring Wiki	Weapons	Spears	"An exceedingly plain spear of modest weight.
Simple to wield compared to many of its peers, its strong attack unleashes a series of successive piercing thrusts.
"
Gelmir Glintstone Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Staff with a forked tip, embedded with red glintstones. Enhances lava sorceries.
The Man-Serpents of Mt. Gelmir draw from faith in addition to intelligence to enhance the potency of their sorcery.
"
Cleanrot Spear	Elden Ring Wiki	Weapons	Spears	"Spear of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella.
The winged golden blade deals holy damage. The diminutive shield is blessed with an incantation that wards off rot.
"
Caestus	Elden Ring Wiki	Weapons	Fists	"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets.
Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.
"
Rotten Crystal Spear	Elden Ring Wiki	Weapons	Spears	"Spear fashioned from pure crystal; a deed impossible for a human.
It festers with scarlet rot.Enwreathed with powerful magic, its attack scales with intelligence.
"
Carian Glintblade Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Staff embedded with a blue glintstone. One of two types of Carian staff.
Gifted to enchanted knights, it enhances Glintblade sorceries.
"
Hand Ballista	Elden Ring Wiki	Weapons	Ballistas	"An unconventional ballistic device modeled on a weapon used to besiege castles. Only capable of firing greatbolts.
Perfect for reckless acts such as storming a castle or facing an entire army alone.
"
Magma Whip Candlestick	Elden Ring Wiki	Weapons	Whips	"This ritual implement is a three pronged candlestick with solidflames formed of the magma of Mt. Gelmir.
When wielded as a weapon, the flames become supple whips oflava.
"
Gargoyle's Greatsword	Elden Ring Wiki	Weapons	Greatswords	"Bronze greatsword wielded by Valiant Gargoyles.
Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.
"
Lion Greatbow	Elden Ring Wiki	Weapons	Greatbows	"Greatbow of black iron wielded by General Radahn. Decorated with a lion mane motif.
Imbued with gravitational power of the Starscourge, when used along with Radahn's Spear, it becomes a true weapon of a champion. 
"
Sacred Relic Sword	Elden Ring Wiki	Weapons	Greatswords	"Sword wrought from the remains of a god who should have lived a life eternal.
Thoughts on what the weapon portends are many and varied. Some consider it the mark of a great sin, or a sign of great devastation. Some think of it as the end of an age, while others; the beginning.
"
Hammer	Elden Ring Wiki	Weapons	Hammers	"Hammer comprised of a large stone affixed to a metal handle.Originally a blacksmith's tool.
The art of smithing is said to have originated among the giants.This weapon's striking attacks boast ample weight behind them.
"
Shortbow	Elden Ring Wiki	Weapons	Light Bows	"Small bow made to fire arrows over great distances. Other than its ability to fire off arrows in rapid succession, it is also well-suited for use on horseback.
To use a bow, arrows must also be equipped.
"
Short Sword	Elden Ring Wiki	Weapons	Straight Swords	"A short straight sword with a short blade. In addition to its reliable standard damage, this weapon also boasts powerful piercing attacks. 
Lightweight amongst straight swords, this weapon is easy to wield, requiring only humble attributes. 
"
Antspur Rapier	Elden Ring Wiki	Weapons	Thrusting Swords	"Spur of a giant ant which has been fashioned into a rapier. The blade drips with scarlet rot. 
Scarlet rot is an old legend, of which Maleigh Marais of the Shaded Castle was a private believer. And indeed, he eventually found his own personal goddess.
"
Godskin Peeler	Elden Ring Wiki	Weapons	Twinblades	"Unique twinblade wielded by Godskin Apostles characterized by its disturbing design. One end features a sickle for slicing attacks while the other boasts a winding spike for boring into flesh. Much skill is required to wield this weapon due to its asymmetric nature. 
"
Gargoyle's Black Axe	Elden Ring Wiki	Weapons	Greataxes	"Bronze greataxe wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.
Such is the mark of those who serve Maliketh, the Black Blade.
"
Iron Ball	Elden Ring Wiki	Weapons	Fists	"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice.
Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.
"
Winged Greathorn	Elden Ring Wiki	Weapons	Greataxes	"Distinctive horn suffused with the power of ancestral spirits. This large, wing-shaped specimen is wielded as a weapon of spirit worship.In the ancestral spirit-worshipping faith, these are considered envoys' wings, made to reap the lives of beings which experience no sprouting.
"
Academy Glintstone Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Staff of the Academy of Raya Lucaria,embedded with a turquoise glintstone.
Only a recognized sorcerer is permitted to wield this staff.
"
Longbow	Elden Ring Wiki	Weapons	Bows	"Longbow made to fire arrows over great distances. Compared to a shortbow, arrows fired reach further and deal more damage.
To use a bow, arrows must also be equipped. 
"
Cipher Pata	Elden Ring Wiki	Weapons	Fists	"One of the weapons originating from the Two Fingers. A formless sequence of ciphers comprise its blade, and as such no shield can repel it. Deals holy damage.
The furtive inscription appears to hang in the air; the language of light spoken by the Two Fingers.
"
Dragon Communion Seal	Elden Ring Wiki	Weapons	Sacred Seals	"Formless drakeblood seal with a dragon communion crest.
Enhances Dragon Communion incantations.
The sacrificial devouring of the heart gives power.
Indeed, Dragon Communion is too primal in nature for the term
""incantation"" to be appropriate.
This seal scales incantations with one's arcane attribute.
"
Wraith Calling Bell	Elden Ring Wiki	Items	Tools	"Bell used by worshippers of revenants.
Ring bell, using FP to summon prowling wraiths. This can be done multiple times in a row.
Wraiths are said to be the vengeful spirits of those who died when cursed.
"
Axe of Godrick	Elden Ring Wiki	Weapons	Greataxes	"Greataxe wielded by Godrick the Grafted. This golden battleaxe is emblazoned with the figure of a beast, representing the strength of Godfrey, First Elden Lord and patriarch of the golden lineage.
""I command thee kneel! For I am the lord of all that is golden!""
"
Bloodstained Dagger	Elden Ring Wiki	Weapons	Daggers	"Dagger with a bloodstained blade.
Afflicts targets with blood loss.
As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.
"
Carian Knight's Sword	Elden Ring Wiki	Weapons	Straight Swords	"Straight sword embedded with a blue glintstone. Weapon of knights sworn to Carian royalty.
These knights' swords could serve as catalysts, letting them wield sorcerous battle skills. Despite numbering fewer than twenty, this power made them a match for even the champions of gold in battle.
"
Regalia of Eochaid	Elden Ring Wiki	Weapons	Straight Swords	"Treasured sword of Eochaid, a lesser, long-vanished domain. The copper coloration is not to be confused for rust, but is a conduit for its wielder to move it by their will alone. 
Swords of Eochaid dance through the skies
"
Grossmesser	Elden Ring Wiki	Weapons	Curved Swords	"Curved sword boasting a large blade. This weapon is designed to make use of its weight in combination with its sharp cutting edge. 
A thoroughly reliable choice of weapon for those who can master its particulars. 
"
Butchering Knife	Elden Ring Wiki	Weapons	Greataxes	"Huge carving knife made to cleanly butcher the human body.Signature weapon of the Ogress Anastasia, known to have eatencountless Tarnished while disguised as a Finger Maiden.
Restores a very small amount of HP when it squarely strikes an enemy.
"
Estoc	Elden Ring Wiki	Weapons	Thrusting Swords	"Large piercing sword with a long, hard bladed edge which is also capable of slashing attacks. 
For its large size, it can be wielded rather nimbly, leaving little opportunity for the enemy to counter.
"
Godslayer's Greatsword	Elden Ring Wiki	Weapons	Colossal Swords	"Sacred sword of the Gloam-Eyed Queen who controlled the
Godskin Apostles before her defeat at the hands of Maliketh.
The black flames wielded by the apostles are channeled from this
sword.
"
Dragonscale Blade	Elden Ring Wiki	Weapons	Katanas	"A weapon made by sharpening a Gravel Stone scale, thought to bethe source of ancient dragon immortality, into an uncloudedblade.
Alas, the Dragonkin Soldiers never attained immortality, andperished as decrepit, pale imitations of their skyborn kin.
"
Jar Cannon	Elden Ring Wiki	Weapons	Ballistas	"Jar cannon which uses explosives to fire greatbolts. Deals great damage but is slow to reload. 
Experimental firearm brought to the assault on Volcano Manor, where it was discovered that no one knew how to use it.
"
Staff of the Avatar	Elden Ring Wiki	Weapons	Colossal Weapons	"Ceremonial staff depicting the Erdtree in its historic radiance. Wielded by the avatars who protect the Minor Erdtrees.
The avatars, emerging in the wake of the Elden Ring's shattering, were determined to protect the withering Erdtree's offspring.
"
Shotel	Elden Ring Wiki	Weapons	Curved Swords	"Curved sword with a severely hooked blade. Its attacks can slip through an enemy's guard. 
Made to hunt down humans, this weapon requires high dexterity to wield efficiently. 
"
Flowing Curved Sword	Elden Ring Wiki	Weapons	Curved Swords	"Legends speak of a master of the sword garbed in blue, and his curved blade that was patterned after flowing water. Strong attack unleashes a series of strikes akin to a dance, offering a glimpse into the legend. Skill: Spinning Slash Skill favored by dexterous warriors. Slash foes as your body spins. Additional input allows for a follow-up attack. 
"
Black Bow	Elden Ring Wiki	Weapons	Bows	"Longbow carved from black wood to resemble a blade. One of the most difficult bows to master.
The blade-like body of the bow is light and cuts through the air.Though a longbow, it can be wielded similarly to a shortbow.
"
Prelate's Inferno Crozier	Elden Ring Wiki	Weapons	Colossal Weapons	"Colossal hammer with the appearance of roiling flames. Weapon of the Prelates who lead the Fire Monks.Its heft represents the weight of their guardianship. 
The hammer's head is unusually substantial, and strong attacks' will fling foes into the air.
"
Starscourge Greatsword	Elden Ring Wiki	Weapons	Colossal Swords	"Curved greatswords of black steel wielded by General Radahn. A pair of weapons decorated with a lion mane motif.
Radahn earned considerable renown as the Starscourge in his youth, and it is said that it was during this time he engraved the gravity crest up these blades. 
"
Dragon Halberd	Elden Ring Wiki	Weapons	Halberds	"Halberd shaped like a dragon, enwreathed with both ice and lightning.
Alas, the Dragonkin Soldiers never attained immortality, and perished as decrepit, pale imitations of their skyborn kin.
"
Rapier	Elden Ring Wiki	Weapons	Thrusting Swords	"A piercing sword with a sharp, slender blade.In addition to this weapon's thrusting attack prowess, it also boasts the ability to be used while guarding with a shield. 
As one of the smaller piercing swords, quick successive thrust area easy to perform, but without a cutting edge, it cannot be used for slashing attacks. 
"
Glaive	Elden Ring Wiki	Weapons	Halberds	"Weapon comprised of a sharp blade affixed to a long grip. It is in fact a sickle repurposed to be a tool of war.
This far-reaching weapon excels at slashing attacks.
"
Large Club	Elden Ring Wiki	Weapons	Great Hammers	"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.
A simple, primitive weapon that requires only brute strength to swing about.
"
Meteoric Ore Blade	Elden Ring Wiki	Weapons	Katanas	"Katana forged from meteoric ore to dispatch lifeforms born of falling stars.Deals magic damage.The blade is weighty, known to deliver slashes of such ferocity that the impact is said to resemble the crash of a falling meteor.
"
Wing of Astel	Elden Ring Wiki	Weapons	Curved Swords	"Sword fashioned from a delicate wing, suffused with the magic ofthe stars.Strong attack unleashes a wave of enchanted light.
Crafted from a relic of the Naturalborn of the Void who is said tohave assailed the Eternal City.
"
Golden Order Seal	Elden Ring Wiki	Weapons	Sacred Seals	"A formless sacred seal depicting the ceremonial observation of Order. Enhances Golden Fundamentalist incantations. 
Fundamentalism is scholarship in all but name. Scales incantation using both intelligence and faith.
"
Curved Club	Elden Ring Wiki	Weapons	Hammers	"Hard, curved club, shaped like a crescent moon.
Wielded instead of a curved sword by Albinaurics lacking dexterity. The only point of similarity between the two is the shape.
"
Omen Bairn	Elden Ring Wiki	Items	Consumables	"Doll of a curseborn bairn.
Uses FP to unleash wraiths that chase down foes.
Omen babies have all their horns excised, causing most to perish.
These fetishes are made to memorialize them.
""Please, don't hate me, or curse me. Please.""
"
Maliketh's Black Blade	Elden Ring Wiki	Weapons	Colossal Swords	"Maliketh's black blade which once harbored the power of theRune of Death. A sad shadow of its former glory.
After a fragment of Death was stolen on that fateful night,Maliketh bound the blade within his own flesh, such that nonemight ever rob Death again.
"
Golden Epitaph	Elden Ring Wiki	Weapons	Straight Swords	"A sword made to commemorate the death of Godwyn the Golden, first of the demigods to die.
Infused with the humble prayer of a young boy; ""O brother, lord brother, please die a true death.""
"
Prince of Death's Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Staff embedded with sullied amber, said to be a very part of the Prince of Death. Enhances death sorceries.
One of the staves deemed heretical by the academy for its ability to allow sorceries to be augmented through faith in addition to intelligence.
"
Death Ritual Spear	Elden Ring Wiki	Weapons	Spears	"Ritual spear used by priests of old who were permitted to come among the Deathbirds.
The priests became guardians of the birds through the rite of Death, which also serves as an oath sworn to their distant resurrection.
"
Noble's Estoc	Elden Ring Wiki	Weapons	Thrusting Swords	"Estoc carried by wandering nobles. Made to be easy to wield. 
Daubed with gold from tip to tail, it should fetch a good sum. 
"
Pulley Bow	Elden Ring Wiki	Weapons	Bows	"Longbow which utilizes a series of pulleys and strings. The complex mechanism, which required advanced mathematical and mechanical understanding to craft, was likely made by a certain genius who learned Golden Order Fundamentalism. 
Enhances precision while shooting, enabling arrows to fly much further distances.  
"
Celebrant's Cleaver	Elden Ring Wiki	Weapons	Axes	"Cleaver decorated with many-colored fabrics.
Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.
Crafted from human bone.
Grants trace amounts of runes upon landing attacks.
"
Iron Cleaver	Elden Ring Wiki	Weapons	Axes	"Fairly large iron cleaver, commonly used by the maltreated Misbegotten. 
Steeped in resentment, these weapons are swung wildly and relentlessly, often after rushing up to foes. 
"
Erdtree Bow	Elden Ring Wiki	Weapons	Bows	"Longbow featuring Erdtree styling. In times of old, when faith and battle went hand in hand, this weapon was created in tandem with the Golden Arrow.
Scales all arrow damage with faith, revealing its true worth when used with holy-infused arrows.
"
Harp Bow	Elden Ring Wiki	Weapons	Light Bows	"Bow fashioned from a minstrel's harp. Sonorous tones still resound when firing arrows.
Troubadours sing tales of champions, both in the honorable service of the Erdtree, and the one who spurns honor for blasphemy.
"
Stone Club	Elden Ring Wiki	Weapons	Hammers	"Signature weapon of battlemages, hewn from hard glintstone. This club is much heavier than its size suggests, but has no magic power.
So that they not lose sight of the true essence of combat, battlemages prefer to feel the impact of their blows, fighting their opponents hand to hand.
"
Club	Elden Ring Wiki	Weapons	Hammers	"A thick, solid lump of wood.Wielding this striking weapon requires no skill.
A simple, primitive weapon that requires only brute strength and persistence to hammer your foe into the ground.
"
Watchdog's Staff	Elden Ring Wiki	Weapons	Colossal Weapons	"Large stone staff embedded with glintstone. Wielded by Erdtree Burial Watchdogs who protect catacombs.
The Watchdogs, battered and broken over their lengthy tenure, rule the catacombs and are even said to command the imps.
Unique Skill: Sorcery of the Crozier
Channel magic into the glintstone to activate an ancient sorcery, producing floating magic projectiles that chase enemies automatically.
"
Mace	Elden Ring Wiki	Weapons	Hammers	"An iron bludgeon with sharp protrusions.
Striking attacks have few drawbacks, potent as they are at breaking through guards and stances, Most suited to head on slugging matches. 
"
Serpentbone Blade	Elden Ring Wiki	Weapons	Katanas	"Sinister katana modeled after a serpent bone.
The densely packed row of spines that jut away from the cutting edge are coated in a lethal poison.
"
Vyke's War Spear	Elden Ring Wiki	Weapons	Great Spears	"War spear singed and blistered by fingers, used by Vyke, Knight of the Roundtable Hold.
Like Vyke himself, it has been tormented by the yellow flame of frenzy from within.
"
Marais Executioner's Sword	Elden Ring Wiki	Weapons	Greatswords	"Storied sword of House Marais, the family of executioners who presided over the Shaded Castle. One of the legendary armaments. Elemer of the Briar, the Bell Bearing Hunter, snatched the sword from the site of his looming execution, and furnished it with battle skills from his home of Eochaid..
"
Noble's Slender Sword	Elden Ring Wiki	Weapons	Straight Swords	"Narrow blade carried by wandering nobles.Made to be easy to wield.
Daubed with gold from tip to tail, it should fetch a good sum.
"
Mantis Blade	Elden Ring Wiki	Weapons	Curved Swords	"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. 
The blade is thin and sharp, and strong attack unleashes a far-reaching slash.
"
Ordovis's Greatsword	Elden Ring Wiki	Weapons	Greatswords	"Greatsword of Ordovis, one of the two honored as foremostamong the Crucible Knights.
This sword is imbued with an ancient holy essence.Its red tint exemplifies the nature of primordial gold, said to beclose in nature to life itself.
"
Golem's Halberd	Elden Ring Wiki	Weapons	Colossal Weapons	"A great halberd of black stone crafted by a civilization now gone to ruin. Wielded by the Guardian Golem. 
"
Ancestral Infant's Head	Elden Ring Wiki	Items	Key Items	"Skull of a very young ancestral spirit. Just think how many sproutings It might bear.
Uses to spray spirit vapor inflicting magic damage.
The vapor becomes a temporary geyser which deals continuous damage to everything it touches until it disappears
"
Rogier's Rapier	Elden Ring Wiki	Weapons	Thrusting Swords	"Piercing sword of superior quality, featuring intricate 
ornamentation.
Signature weapon of the sorcerer Rogier.
High dexterity is required to wield the blade to its full potential, 
but mastery is a sight to behold, characterized by a flowing style 
which excels in successive attacks.
"
Lusat's Glintstone Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Staff of the primeval glintstone sorcerer Lusat. Only those who
have glimpsed what lies beyond the wisdom of stone may wield it.
Enhances power of all sorceries, but consumes additional FP.
"
Icerind Hatchet	Elden Ring Wiki	Weapons	Axes	"A hatchet with a frost-coated blade. One of several gifts given by
Castle Sol in the distant north.
Known as ""freezing fog,"" the blade is thought to be a dragon's
scale. Inflicts a powerful frost effect.
"
Finger Seal	Elden Ring Wiki	Weapons	Sacred Seals	"A sacred seal bestowed by a Finger Maiden which serves as a catalyst for casting sacred incantations.
Incantations must be memorized first at a site of grace, and a sacred seal must be equipped to cast them.
"
Alabaster Lord's Sword	Elden Ring Wiki	Weapons	Greatswords	"Greatsword forged from a blue-white meteoric ore.The blade conceals gravity-manipulating magic.
A weapon unique to the Alabaster Lords, a race of ancients withskin of stone who were said to have risen to life when a meteorstruck long ago.
"
Forked Greatsword	Elden Ring Wiki	Weapons	Greatswords	"Oddly shaped greatsword wielded by imps. 
The gently undulating forked blade is known as an ""imp's tongue"" and causes blood loss.
"
Flail	Elden Ring Wiki	Weapons	Flails	"Weapon consisting of a bludgeoning head attached to a handle by chain. The iron ball is spiked and induces blood loss. Blows from this weapon cannot be parried. The charge attack whirls the iron ball around for increased force before striking.
"
Great Omenkiller Cleaver	Elden Ring Wiki	Weapons	Greataxes	"The blade of this huge, loathsome cleaver comprises a row of 
amputated Omen horns. Weapon of slaughter wielded by 
Omen killers.
The hideous horns cause blood loss, adding vibrant colors to the 
ongoing mayhem.
"
Warped Axe	Elden Ring Wiki	Weapons	Axes	"Oversized double-headed axe with a bizarre, almost melted
appearance.
Brute strength is the only thing required to wield this weapon,
which appears to have taken quite the beating itself.
"
Gargoyle's Halberd	Elden Ring Wiki	Weapons	Halberds	"Bronze halberd wielded by Valiant Gargoyles.
Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.
"
Ghostflame Torch	Elden Ring Wiki	Weapons	Torches	"Metal torch that burns with cold ghostflame. Tool of the Fallen Hawks who prowl the underground rivers. When the band's last embers were used up in their long search, they began to burn the bones of their fellows, acquiring the cold ghostflame, but sealing their fate as dwellers of the underground for all eternity. 
"
Warhawk's Talon	Elden Ring Wiki	Weapons	Straight Swords	"Talon-swords are affixed to the legs of the Stormveil's warhawks, but this one has been repurposed for human use.
The blade is thin and lightweight so as not to obstruct the hawk's mobility.
"
Longhaft Axe	Elden Ring Wiki	Weapons	Greataxes	"Large iron axe with a long handle. Weapon of the maltreated Misbegotten.
Making use of the force generated by its length, this weapon's resentment-charged blows are difficult to stop.
"
Rusted Anchor	Elden Ring Wiki	Weapons	Greataxes	"A rusty anchor wielded as a weapon. Each of its four flukes is thick and sharp, enabling piercing attacks.
While the Tarnished left the Lands Between with their Lord, one boat alone was said to have been left behind.
"
Serpent-God's Curved Sword	Elden Ring Wiki	Weapons	Curved Swords	"Curved sword fashioned in the image of an ancient serpent deity
and tool of a forgotten religion practiced on Mt. Gelmir.
Formerly used to offer up sacrifices, this sword restores HP upon
slaying an enemy.
"
Beastman's Curved Sword	Elden Ring Wiki	Weapons	Curved Swords	"Curved sword forged of dull iron wielded by the beastmen of Farum Azula.
The blade is heavy but well-balanced. Comparatively easy to wield for the damage it delivers.
"
Dragon Greatclaw	Elden Ring Wiki	Weapons	Colossal Weapons	"Weapon said to have been whittled from the claw of a great, ancient dragon, wielded by grotesque Tree Sentinels who yet serve the Erdtree.
The claw is enwreathed with lightning, and tears through the dragons' feeble descendants with ease.
"
Nagakiba	Elden Ring Wiki	Weapons	Katanas	"Katana with a ferociously long blade.Signature weapon of Yura, hunter of Bloody Fingers.
Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.
"
Whip	Elden Ring Wiki	Weapons	Whips	"A leather whip. Not originally used for combat, but as an instrument of pain. Through its supple attacks cannot be thwarted by parrying or even guarding, it is incapable of dealing critical hits.
"
Shamshir	Elden Ring Wiki	Weapons	Curved Swords	"Curved sword with a thin blade of ample length. Light of weight despite its larger size, its slicing attacks come in rapid succession.
A devastatingly powerful weapon in the hands of a skilled swordsman.
"
Hand of Malenia	Elden Ring Wiki	Weapons	Katanas	"Blade built into Malenia's prosthetic arm.
Through consecration it is resistant to rot.
Malenia's war prosthesis symbolized her victories.
Some claim to have seen wings when the weapon was raised aloft;
wings of fierce determination that have never known defeat.
"
Celebrant's Sickle	Elden Ring Wiki	Weapons	Daggers	"Sickle decorated with flowers and many-coloured fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.Crafted from human bone.
Grants trace amounts of runes on landing attacks.
"
Hoslow's Petal Whip	Elden Ring Wiki	Weapons	Whips	"Metal whip formed of razor-sharp chain-link blades that have theappearance of flower petals. This work of art is handed downthough the generations of the illustrious House Hoslow.High dexterity is required to wield this weapon, 
but it excels at inflicting devastation
"
Warpick	Elden Ring Wiki	Weapons	Hammers	"Battle hammer with a hard protruding beak. A pickaxe designed for combat, in essence.
A simple but highly effective weapon, the weighty piercing attack casually rips through metal armor.
"
Great Knife	Elden Ring Wiki	Weapons	Daggers	"Large knife with a broad, curved blade.
This weapon is designed to Spinning Slash and rend, inflicting blood loss upon the recipient. 
"
Broadsword	Elden Ring Wiki	Weapons	Straight Swords	"A straight sword with a wide blade, suited to slashing attacks.
Horizontal swings boast wide attack range, making it easier to connect with foes. 
"
Great Club	Elden Ring Wiki	Weapons	Colossal Weapons	"An enormous club of hardwood. Wildly hammering foes with this striking weapon requires no dexterity; only brute force.
While it may seem sacrilegious, this weapon is said to be a withered branch of the Erdtree. Imbued with holy power, this weapon will never snap. 
"
Dagger	Elden Ring Wiki	Weapons	Daggers	"A standard dagger with a straight blade.
Though modest in reach and capacity for harm, this weapon is light enough to jab in rapid succession and delivers devastating critical hits. 
"
Banished Knight's Halberd	Elden Ring Wiki	Weapons	Halberds	"A finely-crafted halberd intricately engraved with an ancient motif.
Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.
Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.
"
Veteran's Prosthesis	Elden Ring Wiki	Weapons	Fists	"Bladed prosthetic leg enwreathed with the power of lightning,
instead attached to the fist. Commander Niall, veteran of Castle
Sol, offered this prosthesis in exchange for the lives of defeated
knights held prisoner. He went on to lead these men as an army of
no nation.
"
Full Moon Crossbow	Elden Ring Wiki	Weapons	Crossbows	"One-of-a-kind enchanted crossbow of exquisitely detailed
craftsmanship. Made to celebrate the matrimonial union, and
reconciliation, between the houses of the Erdtree and the FullMoon, Leyndell and Raya Lucaria. The two rings dance when
reloading the weapon. Reveals true worth when used with holy-
infused bolts.
"
Halo Scythe	Elden Ring Wiki	Weapons	Reapers	"War scythe of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella.
This was the weapon of commanders in Malenia's army, and the half-halo blade deals holy damage.
"
